5	8.399817847870250e-12	0.000000000000000e+00	-4.117967431316386e-05	3.724392000000001e-79	3.724392000000001e-79	3.724392000000001e-79
6	8.198355127072459e-10	5.874615855216190e-241	-4.044017795091382e-05	1.107243000000000e-65	1.107243000000000e-65	1.107243000000000e-65
7	2.092617743676907e-08	7.014428769033865e-178	-3.984191221708320e-05	4.495027000000001e-56	4.495027000000001e-56	4.495027000000001e-56
8	2.320296926867617e-07	5.340966331085800e-137	-3.938306339562303e-05	7.042186000000002e-49	7.042186000000002e-49	7.042186000000002e-49
9	1.480073874685105e-06	5.230058303360602e-109	-3.906163713859890e-05	2.722436000000000e-43	2.722436000000000e-43	2.722436000000000e-43
10	6.424572279606417e-06	5.190548656778894e-89	-3.887544764010610e-05	7.901336000000001e-39	7.901336000000001e-39	7.901336000000001e-39
11	2.110924216358000e-05	3.114985910135660e-74	-3.882210616979559e-05	3.493617000000001e-35	3.493617000000001e-35	3.493617000000001e-35
12	5.634936721975786e-05	5.269368097103867e-63	-3.889900892579175e-05	3.771081000000000e-32	3.771081000000000e-32	3.771081000000000e-32
13	1.283172131827600e-04	2.830700534536499e-54	-3.910332416405545e-05	1.377116000000001e-29	1.377116000000001e-29	1.377116000000001e-29
14	2.580729771292674e-04	2.362818028446986e-47	-3.943197855831936e-05	2.147574000000001e-27	2.147574000000001e-27	2.147574000000001e-27
15	4.701996365124224e-04	8.987947828661661e-42	-3.988164274157867e-05	1.696459000000000e-25	1.696459000000000e-25	1.696459000000000e-25
16	7.909328206119180e-04	3.298456220749109e-37	-4.044871597674493e-05	7.714980000000002e-24	7.714980000000002e-24	7.714980000000002e-24
17	1.246204420427686e-03	1.995384839428265e-33	-4.112930990044298e-05	2.227420000000001e-22	2.227420000000001e-22	2.227420000000001e-22
18	1.827809410837465e-03	2.941320175307224e-30	-4.191923128003069e-05	4.405222000000001e-21	4.405222000000001e-21	4.405222000000001e-21
19	3.442856200061754e-03	1.412637869294371e-27	-4.281396371972881e-05	6.337081000000001e-20	6.337081000000001e-20	6.337081000000001e-20
20	5.206099228966157e-03	2.753302660407361e-25	-4.380864824723600e-05	6.956678000000002e-19	6.956678000000002e-19	6.956678000000002e-19
21	7.105271236419903e-03	2.577284853509457e-23	-4.489806270735016e-05	6.058494000000002e-18	6.058494000000002e-18	6.058494000000002e-18
22	9.129492269134143e-03	1.320754195149638e-21	-4.607659988388930e-05	4.320805000000002e-17	4.320805000000002e-17	4.320805000000002e-17
23	1.126906123246941e-02	4.107469096354998e-20	-4.733824426557656e-05	2.590516000000001e-16	2.590516000000001e-16	2.590516000000000e-16
24	1.351528371873590e-02	8.414121786299151e-19	-4.867654736548790e-05	1.334480000000000e-15	1.334480000000000e-15	1.334479999999999e-15
25	1.586032897899778e-02	1.212603096532930e-17	-5.008460149712279e-05	6.015950000000001e-15	6.015949999999994e-15	6.015949999999965e-15
26	1.829711046589812e-02	1.296842020509976e-16	-5.155501190310813e-05	2.410446999999996e-14	2.410446999999983e-14	2.410446999999931e-14
27	2.081918556236989e-02	1.075150418701634e-15	-5.307986712493906e-05	8.698142999999939e-14	8.698142999999755e-14	8.698142999999011e-14
28	2.342067102132817e-02	7.162820349303556e-15	-5.465070749395296e-05	2.858938999999925e-13	2.858938999999700e-13	2.858938999998803e-13
29	2.609617134459848e-02	3.950881613372744e-14	-5.625849161486851e-05	8.643048999999243e-13	8.643048999996966e-13	8.643048999987860e-13
30	2.884071787648573e-02	1.849816821149796e-13	-5.789356070365134e-05	2.423713999999340e-12	2.423713999997359e-12	2.423713999989432e-12
31	3.164971681606235e-02	7.507444288167267e-13	-5.954560063112122e-05	6.350999999994999e-12	6.350999999979986e-12	6.350999999919933e-12
32	3.451890469029502e-02	2.688325050814978e-12	-6.120360151253302e-05	1.565103999996658e-11	1.565103999986629e-11	1.565103999946513e-11
33	3.744431009834187e-02	8.622663654723652e-12	-6.285581467127080e-05	3.647867999980082e-11	3.647867999920333e-11	3.647867999681336e-11
34	4.042222075140892e-02	2.509355612773121e-11	-6.448970679170635e-05	8.081551999893091e-11	8.081551999572363e-11	8.081551998289446e-11
35	4.344915500434097e-02	6.699524528006495e-11	-6.609191106210803e-05	1.709334999947827e-10	1.709334999791306e-10	1.709334999165226e-10
36	4.652183721371921e-02	1.656631484051546e-10	-6.764817509314616e-05	3.465290999766666e-10	3.465290999066666e-10	3.465290996266663e-10
37	4.963717636962169e-02	3.825537366974178e-10	-6.914330538092057e-05	6.756952999036847e-10	6.756952996147374e-10	6.756952984589484e-10
38	5.279224753977275e-02	8.309216222908128e-10	-7.056110806542001e-05	1.271214999630700e-09	1.271214998522800e-09	1.271214994091201e-09
39	5.598427573976378e-02	1.708238683962663e-09	-7.188432571578871e-05	2.313996998677154e-09	2.313996994708612e-09	2.313996978834442e-09
40	5.921062190465203e-02	3.342258512541712e-09	-7.309456985258286e-05	4.085807995550347e-09	4.085807982201383e-09	4.085807928805531e-09
41	6.246877068812688e-02	6.253568857844305e-09	-7.417224889419420e-05	7.013801985879538e-09	7.013801943518145e-09	7.013801774072583e-09
42	6.575631985761293e-02	1.123719403036357e-08	-7.509649118964206e-05	1.172960995754730e-08	1.172960983018918e-08	1.172960932075669e-08
43	6.907097108878102e-02	1.946534136670237e-08	-7.584506277279902e-05	1.914600987861857e-08	1.914600951447423e-08	1.914600805789687e-08
44	7.241052199226065e-02	3.261278937950494e-08	-7.639427944362284e-05	3.055443966879487e-08	3.055443867517946e-08	3.055443470071784e-08
45	7.577285922992467e-02	5.300576161563020e-08	-7.671891274990081e-05	4.774655913480878e-08	4.774655653923518e-08	4.774654615694100e-08
46	7.915595259879044e-02	8.379449147093279e-08	-7.679208940812102e-05	7.316328783004704e-08	7.316328132018813e-08	7.316325528075343e-08
47	8.255784997802543e-02	1.291491212814457e-07	-7.658518366412418e-05	1.100745947608821e-07	1.100745790435284e-07	1.100745161741170e-07
48	8.597667304931093e-02	1.944781395012867e-07	-7.606770205284011e-05	1.627928877936730e-07	1.627928511746932e-07	1.627927046987860e-07
49	8.941061371334844e-02	2.866682692131042e-07	-7.520715997138239e-05	2.369238724959687e-07	2.369237899838802e-07	2.369234599355686e-07
50	9.285793113596018e-02	4.143445878047638e-07	-7.396894943068570e-05	3.396557399409526e-07	3.396555597638271e-07	3.396548390554664e-07
51	9.631694936633493e-02	5.881496742785502e-07	-7.231619729735629e-05	4.800908726649386e-07	4.800904906598099e-07	4.800889626397407e-07
52	9.978605547775314e-02	8.210407290862700e-07	-7.020961327902623e-05	6.696208374218297e-07	6.696200496874884e-07	6.696168987514860e-07
53	1.032636981877890e-01	1.128603866619093e-06	-6.760732684278685e-05	9.223464725192821e-07	9.223448900776255e-07	9.223385603149876e-07
54	1.067483869207094e-01	1.529385114782142e-06	-6.446471218671512e-05	1.255543966200994e-06	1.255540864805382e-06	1.255528459234194e-06
55	1.102386912797031e-01	2.045238042130206e-06	-6.073420030852825e-05	1.690179020549188e-06	1.690173082200584e-06	1.690149328836827e-06
56	1.137332409007921e-01	2.701688346176780e-06	-5.636507713235213e-05	2.251464292460512e-06	2.251453169852137e-06	2.251408679499386e-06
57	1.172307256639193e-01	3.528316156066589e-06	-5.130326656384482e-05	2.969468198981312e-06	2.969447795951002e-06	2.969366184035772e-06
58	1.207298962398099e-01	4.559157212764415e-06	-4.549109724458286e-05	3.879767768263657e-06	3.879731073118377e-06	3.879584293047274e-06
59	1.242295649538918e-01	5.833124478795112e-06	-3.886705166804155e-05	5.024145408941485e-06	5.024080635919324e-06	5.023821545057845e-06
60	1.277286069508385e-01	7.394452090104504e-06	-3.136549620054373e-05	6.451331559032110e-06	6.451219236487667e-06	6.450769949183716e-06
61	1.312259616452436e-01	9.293163891105770e-06	-2.291639042036030e-05	8.217788159628736e-06	8.217596639334851e-06	8.216830564718510e-06
62	1.347206344455859e-01	1.158556908958661e-05	-1.344497404552689e-05	1.038853287733591e-05	1.038821151116978e-05	1.038692606111430e-05
63	1.382116987400118e-01	1.433478783215009e-05	-2.871429564586738e-06	1.303801297088709e-05	1.303748188752213e-05	1.303535758585218e-05
64	1.416982981336041e-01	1.761130973595611e-05	8.889481486818730e-06	1.625097166203127e-05	1.625010665658263e-05	1.624664670244829e-05
65	1.451796489277176e-01	2.149358862228133e-05	2.192881084852981e-05	2.012342681869959e-05	2.012203729242298e-05	2.011647932831230e-05
66	1.486550428326864e-01	2.606867688574971e-05	3.634384690867736e-05	2.476360570351695e-05	2.476140285006314e-05	2.475259172420739e-05
